# x,y,acc
0.000000000000000000e+00,0.000000000000000000e+00,1.330953874313426377e-01
0.000000000000000000e+00,1.000000000000000000e+00,5.153642587917440787e-01
0.000000000000000000e+00,2.000000000000000000e+00,8.211660233356778971e-01
0.000000000000000000e+00,3.000000000000000000e+00,7.856004708473959264e-01
0.000000000000000000e+00,4.000000000000000000e+00,1.879461890193394602e-01
0.000000000000000000e+00,5.000000000000000000e+00,1.200316521325986985e-01
0.000000000000000000e+00,6.000000000000000000e+00,6.760385257486989374e-02
0.000000000000000000e+00,7.000000000000000000e+00,9.129276729411123226e-01
0.000000000000000000e+00,8.000000000000000000e+00,8.603694410534558079e-01
0.000000000000000000e+00,9.000000000000000000e+00,4.889487653105264453e-01
1.000000000000000000e+00,0.000000000000000000e+00,9.683670628847397266e-01
1.000000000000000000e+00,1.000000000000000000e+00,3.268225643264910385e-01
1.000000000000000000e+00,2.000000000000000000e+00,1.458766903665114079e-01
1.000000000000000000e+00,3.000000000000000000e+00,2.287752660770593360e-01
1.000000000000000000e+00,4.000000000000000000e+00,1.809168868509991590e-02
1.000000000000000000e+00,5.000000000000000000e+00,4.373612399162923881e-01
1.000000000000000000e+00,6.000000000000000000e+00,4.379600445325515512e-02
1.000000000000000000e+00,7.000000000000000000e+00,8.690438530133290929e-01
1.000000000000000000e+00,8.000000000000000000e+00,8.334537953793057508e-01
1.000000000000000000e+00,9.000000000000000000e+00,8.552826181385252413e-01
2.000000000000000000e+00,0.000000000000000000e+00,6.458212339058999607e-01
2.000000000000000000e+00,1.000000000000000000e+00,1.864030869807897783e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.205035228326114094e-02
2.000000000000000000e+00,3.000000000000000000e+00,1.613255521351875110e-02
2.000000000000000000e+00,4.000000000000000000e+00,5.413413080168915092e-01
2.000000000000000000e+00,5.000000000000000000e+00,9.545240597863472454e-01
2.000000000000000000e+00,6.000000000000000000e+00,5.059622495404915155e-01
2.000000000000000000e+00,7.000000000000000000e+00,1.152860013993867172e-01
2.000000000000000000e+00,8.000000000000000000e+00,5.462451031477103536e-01
2.000000000000000000e+00,9.000000000000000000e+00,7.288562840664979392e-01
3.000000000000000000e+00,0.000000000000000000e+00,4.864225099724512891e-01
3.000000000000000000e+00,1.000000000000000000e+00,4.971752800780554482e-01
3.000000000000000000e+00,2.000000000000000000e+00,2.017087700620157076e-01
3.000000000000000000e+00,3.000000000000000000e+00,6.095436174920976224e-01
3.000000000000000000e+00,4.000000000000000000e+00,6.143854204676012509e-01
3.000000000000000000e+00,5.000000000000000000e+00,1.018912636735067601e-01
3.000000000000000000e+00,6.000000000000000000e+00,9.686651723464324570e-01
3.000000000000000000e+00,7.000000000000000000e+00,2.743322088820988602e-01
3.000000000000000000e+00,8.000000000000000000e+00,8.641350282976836272e-01
3.000000000000000000e+00,9.000000000000000000e+00,3.362921673928436217e-01
4.000000000000000000e+00,0.000000000000000000e+00,7.789433179738369795e-01
4.000000000000000000e+00,1.000000000000000000e+00,2.120511506877800212e-01
4.000000000000000000e+00,2.000000000000000000e+00,6.287573653384188610e-01
4.000000000000000000e+00,3.000000000000000000e+00,5.239430095195407588e-01
4.000000000000000000e+00,4.000000000000000000e+00,9.266753093048817336e-01
4.000000000000000000e+00,5.000000000000000000e+00,9.533412352278670676e-01
4.000000000000000000e+00,6.000000000000000000e+00,7.814621241492110126e-01
4.000000000000000000e+00,7.000000000000000000e+00,1.136318912138324366e-01
4.000000000000000000e+00,8.000000000000000000e+00,9.328782843921593626e-01
4.000000000000000000e+00,9.000000000000000000e+00,9.398971071465401783e-01
5.000000000000000000e+00,0.000000000000000000e+00,1.830227732369160698e-01
5.000000000000000000e+00,1.000000000000000000e+00,1.949229314073246400e-01
5.000000000000000000e+00,2.000000000000000000e+00,6.526799337072363150e-01
5.000000000000000000e+00,3.000000000000000000e+00,7.267887831412700450e-02
5.000000000000000000e+00,4.000000000000000000e+00,1.254500407239925730e-01
5.000000000000000000e+00,5.000000000000000000e+00,4.178014587924817613e-01
5.000000000000000000e+00,6.000000000000000000e+00,3.082903313371641030e-01
5.000000000000000000e+00,7.000000000000000000e+00,5.349203901243795301e-01
5.000000000000000000e+00,8.000000000000000000e+00,6.501477041601362306e-01
5.000000000000000000e+00,9.000000000000000000e+00,7.692414315373147238e-01
6.000000000000000000e+00,0.000000000000000000e+00,2.178014199046252042e-02
6.000000000000000000e+00,1.000000000000000000e+00,1.789849415690896173e-01
6.000000000000000000e+00,2.000000000000000000e+00,7.301635167265931869e-01
6.000000000000000000e+00,3.000000000000000000e+00,1.696582268830068019e-01
6.000000000000000000e+00,4.000000000000000000e+00,5.932394593071933508e-01
6.000000000000000000e+00,5.000000000000000000e+00,3.626183788611718750e-01
6.000000000000000000e+00,6.000000000000000000e+00,3.520197177686539280e-01
6.000000000000000000e+00,7.000000000000000000e+00,5.951319742476296470e-01
6.000000000000000000e+00,8.000000000000000000e+00,2.210802070010181586e-01
6.000000000000000000e+00,9.000000000000000000e+00,1.710596065786442743e-01
7.000000000000000000e+00,0.000000000000000000e+00,9.743493589841174529e-01
7.000000000000000000e+00,1.000000000000000000e+00,6.033416340654202958e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.372269063432306480e-01
7.000000000000000000e+00,3.000000000000000000e+00,4.200859809639870823e-01
7.000000000000000000e+00,4.000000000000000000e+00,9.911560666947231146e-01
7.000000000000000000e+00,5.000000000000000000e+00,9.201814798599128320e-02
7.000000000000000000e+00,6.000000000000000000e+00,6.091862550392254105e-01
7.000000000000000000e+00,7.000000000000000000e+00,7.937847872211595268e-01
7.000000000000000000e+00,8.000000000000000000e+00,1.220950631110633289e-01
7.000000000000000000e+00,9.000000000000000000e+00,4.582633288150884665e-01
8.000000000000000000e+00,0.000000000000000000e+00,8.176435500813893364e-01
8.000000000000000000e+00,1.000000000000000000e+00,9.379211742381646788e-01
8.000000000000000000e+00,2.000000000000000000e+00,4.374819847424339381e-01
8.000000000000000000e+00,3.000000000000000000e+00,6.222785359515552450e-01
8.000000000000000000e+00,4.000000000000000000e+00,8.293784607798377895e-01
8.000000000000000000e+00,5.000000000000000000e+00,3.592731137434627131e-01
8.000000000000000000e+00,6.000000000000000000e+00,4.418175791843903522e-01
8.000000000000000000e+00,7.000000000000000000e+00,1.882664138973279000e-01
8.000000000000000000e+00,8.000000000000000000e+00,5.777991947279172980e-01
8.000000000000000000e+00,9.000000000000000000e+00,1.462753542187122946e-01
