x y
0.041853781789541245 0.4872964024543762
-0.025927020236849785 -0.5190279483795166
0.007007765583693981 0.5038536190986633
0.018593722954392433 -0.47624024748802185
0.021957451477646828 0.520694375038147
0.051427870988845825 0.4938987195491791
-0.25750961899757385 -0.4012456238269806
-0.04159143939614296 0.5174582600593567
0.037160828709602356 0.545677661895752
0.017427023500204086 0.5047315359115601
-0.2580055594444275 -0.34818294644355774
-0.022137612104415894 -0.5312654972076416
0.019321732223033905 -0.48863956332206726
-0.23066207766532898 -0.3904024660587311
0.07429424673318863 0.5521538257598877
-0.25827232003211975 -0.4421900510787964
0.030273152515292168 -0.49638283252716064
-0.030123071745038033 -0.5472806692123413
-0.0021286404225975275 -0.5340251922607422
-0.05598566681146622 -0.5372529625892639
0.07299827039241791 0.5018548965454102
0.019747765734791756 0.4964967370033264
-0.004139093216508627 0.523003876209259
0.05697813257575035 -0.5211255550384521
0.0507315993309021 -0.5096322298049927
-0.042174775153398514 0.43331876397132874
-0.019299209117889404 0.47981640696525574
-0.09243233501911163 0.5460042357444763
0.018187018111348152 0.5148382782936096
-0.0335746668279171 0.506578803062439
0.06168097257614136 -0.5204744338989258
0.0023921895772218704 -0.4296031594276428
-0.04620667174458504 -0.49585360288619995
0.029692156240344048 -0.516048014163971
0.049488794058561325 -0.6040441393852234
0.001973479287698865 -0.47236454486846924
-0.08737080544233322 -0.5033051371574402
-0.00010884054790949449 -0.4351946711540222
0.021154386922717094 -0.45442748069763184
-0.030138881877064705 0.49593493342399597
-0.004608507733792067 -0.5410930514335632
0.24062395095825195 0.3582330644130707
-0.01253945380449295 -0.5217478275299072
0.01680154912173748 0.5495781302452087
-0.020531361922621727 0.49354520440101624
-0.004476791247725487 0.5408920049667358
-0.011964492499828339 0.48665574193000793
0.06949223577976227 -0.5352218151092529
0.014652644284069538 -0.4906770884990692
-0.020658422261476517 -0.5208441615104675
0.0106026791036129 0.49756747484207153
-0.03906165435910225 -0.48127976059913635
0.014150341972708702 -0.49317580461502075
-0.011707250960171223 0.44665879011154175
0.023693308234214783 -0.4981068968772888
0.018104396760463715 -0.5200085043907166
-0.02607199363410473 -0.5733349919319153
0.032217688858509064 -0.5218961834907532
0.04496706649661064 -0.43101200461387634
-0.07170216739177704 -0.45074599981307983
-0.019083907827734947 0.5553503632545471
0.04427825286984444 0.5775068998336792
-0.08141433447599411 0.48039522767066956
0.04200301691889763 -0.48509857058525085
-0.009282836690545082 0.501768946647644
0.05537573993206024 -0.47691571712493896
0.030541161075234413 -0.4767387807369232
0.0310292299836874 -0.5377675890922546
0.0015365731669589877 -0.49901053309440613
-0.02909282222390175 -0.5431109070777893
0.029905429109930992 -0.4152969717979431
-0.02649797312915325 0.4825134873390198
-0.036813151091337204 0.41774147748947144
0.027575556188821793 0.4787681996822357
0.00013418658636510372 0.529580295085907
-0.010194074362516403 0.5295711159706116
0.002027472946792841 0.4423370957374573
-0.018651174381375313 -0.5136783123016357
0.08177415281534195 0.5384117960929871
-0.004431558307260275 -0.4892834722995758
0.033534660935401917 -0.48624181747436523
-0.02478059008717537 0.432177871465683
